"caseID","activity","resource","start_time","complete_time","span","work_order_qty","part_desc","worker_id","report_type","qty_completed","qty_rejected","qty_mrb","rework","timestamp","lifecycle","activity_only","resource_only"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/02 00:10:00.000","2012/03/02 03:58:00.000","003:48","230","Cable Head","ID4794","S","1","0","0","","2012/03/01 23:36:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/02 00:10:00.000","2012/03/02 03:58:00.000","003:48","230","Cable Head","ID4794","S","1","0","0","","2012/03/02 00:10:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/02 00:10:00.000","2012/03/02 03:58:00.000","003:48","230","Cable Head","ID4794","S","1","0","0","","2012/03/02 03:58:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/02 03:59:00.000","2012/03/02 06:26:00.000","002:27","230","Cable Head","ID4794","D","8","0","0","","2012/03/02 03:58:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/02 03:59:00.000","2012/03/02 06:26:00.000","002:27","230","Cable Head","ID4794","D","8","0","0","","2012/03/02 03:59:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/02 03:59:00.000","2012/03/02 06:26:00.000","002:27","230","Cable Head","ID4794","D","8","0","0","","2012/03/02 06:26:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/02 12:44:00.000","2012/03/02 12:46:00.000","000:02","230","Cable Head","ID4167","D","15","0","0","","2012/03/02 06:26:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/02 12:44:00.000","2012/03/02 12:46:00.000","000:02","230","Cable Head","ID4167","D","15","0","0","","2012/03/02 12:44:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/02 12:44:00.000","2012/03/02 12:46:00.000","000:02","230","Cable Head","ID4167","D","15","0","0","","2012/03/02 12:46:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/03 13:00:00.000","2012/03/03 14:00:00.000","001:00","230","Cable Head","ID4529","D","4","0","0","","2012/03/02 12:46:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/03 13:00:00.000","2012/03/03 14:00:00.000","001:00","230","Cable Head","ID4529","D","4","0","0","","2012/03/03 13:00:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/03 13:00:00.000","2012/03/03 14:00:00.000","001:00","230","Cable Head","ID4529","D","4","0","0","","2012/03/03 14:00:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/04 00:12:00.000","2012/03/04 00:57:00.000","000:45","230","Cable Head","ID4641","D","16","0","0","","2012/03/03 14:00:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/04 00:12:00.000","2012/03/04 00:57:00.000","000:45","230","Cable Head","ID4641","D","16","0","0","","2012/03/04 00:12:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/04 00:12:00.000","2012/03/04 00:57:00.000","000:45","230","Cable Head","ID4641","D","16","0","0","","2012/03/04 00:57:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/04 15:56:00.000","2012/03/04 17:11:00.000","000:00","230","Cable Head","ID4493","D","0","0","0","","2012/03/04 00:57:00","arrival","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/04 15:56:00.000","2012/03/04 17:11:00.000","000:00","230","Cable Head","ID4493","D","0","0","0","","2012/03/04 15:56:00","start","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/04 15:56:00.000","2012/03/04 17:11:00.000","000:00","230","Cable Head","ID4493","D","0","0","0","","2012/03/04 17:11:00","complete","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/05 11:20:00.000","2012/03/05 12:09:00.000","000:49","230","Cable Head","ID4493","D","0","0","0","","2012/03/04 17:11:00","arrival","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/05 11:20:00.000","2012/03/05 12:09:00.000","000:49","230","Cable Head","ID4493","D","0","0","0","","2012/03/05 11:20:00","start","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/05 11:20:00.000","2012/03/05 12:09:00.000","000:49","230","Cable Head","ID4493","D","0","0","0","","2012/03/05 12:09:00","complete","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/08 07:00:00.000","2012/03/08 07:27:00.000","000:27","230","Cable Head","ID4493","D","48","0","0","","2012/03/05 12:09:00","arrival","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/08 07:00:00.000","2012/03/08 07:27:00.000","000:27","230","Cable Head","ID4493","D","48","0","0","","2012/03/08 07:00:00","start","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/08 07:23:00.000","2012/03/08 15:04:00.000","007:41","230","Cable Head","ID4429","D","47","0","0","","2012/03/08 07:00:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/08 07:23:00.000","2012/03/08 15:04:00.000","007:41","230","Cable Head","ID4429","D","47","0","0","","2012/03/08 07:23:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/08 07:00:00.000","2012/03/08 07:27:00.000","000:27","230","Cable Head","ID4493","D","48","0","0","","2012/03/08 07:27:00","complete","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Laser Marking - Machine 7","Machine 7- Laser Marking","2012/03/08 07:35:00.000","2012/03/08 08:50:00.000","000:00","230","Cable Head","ID4882","D","48","0","0","","2012/03/08 07:27:00","arrival","Laser Marking","Machine 7- Laser Marking"
"Case 78","Laser Marking - Machine 7","Machine 7- Laser Marking","2012/03/08 07:35:00.000","2012/03/08 08:50:00.000","000:00","230","Cable Head","ID4882","D","48","0","0","","2012/03/08 07:35:00","start","Laser Marking","Machine 7- Laser Marking"
"Case 78","Laser Marking - Machine 7","Machine 7- Laser Marking","2012/03/08 07:35:00.000","2012/03/08 08:50:00.000","000:00","230","Cable Head","ID4882","D","48","0","0","","2012/03/08 08:50:00","complete","Laser Marking","Machine 7- Laser Marking"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/08 07:23:00.000","2012/03/08 15:04:00.000","007:41","230","Cable Head","ID4429","D","47","0","0","","2012/03/08 15:04:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/08 15:56:00.000","2012/03/08 20:37:00.000","004:41","230","Cable Head","ID4167","D","4","0","0","","2012/03/08 15:04:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/08 15:56:00.000","2012/03/08 20:37:00.000","004:41","230","Cable Head","ID4167","D","4","0","0","","2012/03/08 15:56:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/08 17:55:00.000","2012/03/08 17:56:00.000","000:01","230","Cable Head","ID4167","D","0","0","0","","2012/03/08 15:56:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/08 17:55:00.000","2012/03/08 17:56:00.000","000:01","230","Cable Head","ID4167","D","0","0","0","","2012/03/08 17:55:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/08 17:55:00.000","2012/03/08 17:56:00.000","000:01","230","Cable Head","ID4167","D","0","0","0","","2012/03/08 17:56:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/08 20:11:00.000","2012/03/09 01:47:00.000","005:36","230","Cable Head","ID4529","S","1","0","0","","2012/03/08 17:56:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/08 20:11:00.000","2012/03/09 01:47:00.000","005:36","230","Cable Head","ID4529","S","1","0","0","","2012/03/08 20:11:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/08 15:56:00.000","2012/03/08 20:37:00.000","004:41","230","Cable Head","ID4167","D","4","0","0","","2012/03/08 20:37:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/08 20:11:00.000","2012/03/09 01:47:00.000","005:36","230","Cable Head","ID4529","S","1","0","0","","2012/03/09 01:47:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/09 01:48:00.000","2012/03/09 06:52:00.000","005:04","230","Cable Head","ID4529","D","26","0","0","","2012/03/09 01:47:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/09 01:48:00.000","2012/03/09 06:52:00.000","005:04","230","Cable Head","ID4529","D","26","0","0","","2012/03/09 01:48:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/09 01:48:00.000","2012/03/09 06:52:00.000","005:04","230","Cable Head","ID4529","D","26","0","0","","2012/03/09 06:52:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/09 07:28:00.000","2012/03/09 12:27:00.000","004:59","230","Cable Head","ID4429","D","20","0","0","","2012/03/09 06:52:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/09 07:28:00.000","2012/03/09 12:27:00.000","004:59","230","Cable Head","ID4429","D","20","0","0","","2012/03/09 07:28:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/09 12:06:00.000","2012/03/09 12:43:00.000","000:37","230","Cable Head","ID4493","D","20","0","0","","2012/03/09 07:28:00","arrival","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/09 12:06:00.000","2012/03/09 12:43:00.000","000:37","230","Cable Head","ID4493","D","20","0","0","","2012/03/09 12:06:00","start","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/09 07:28:00.000","2012/03/09 12:27:00.000","004:59","230","Cable Head","ID4429","D","20","0","0","","2012/03/09 12:27:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/09 12:06:00.000","2012/03/09 12:43:00.000","000:37","230","Cable Head","ID4493","D","20","0","0","","2012/03/09 12:43:00","complete","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/10 12:03:00.000","2012/03/10 17:03:00.000","005:00","230","Cable Head","ID4794","D","20","0","0","","2012/03/09 12:43:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/10 12:03:00.000","2012/03/10 17:03:00.000","005:00","230","Cable Head","ID4794","D","20","0","0","","2012/03/10 12:03:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/10 13:00:00.000","2012/03/11 10:55:00.000","021:55","230","Cable Head","ID4932","D","9","0","0","","2012/03/10 12:03:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/10 13:00:00.000","2012/03/11 10:55:00.000","021:55","230","Cable Head","ID4932","D","9","0","0","","2012/03/10 13:00:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/10 12:03:00.000","2012/03/10 17:03:00.000","005:00","230","Cable Head","ID4794","D","20","0","0","","2012/03/10 17:03:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/10 23:27:00.000","2012/03/11 06:35:00.000","007:08","230","Cable Head","ID4794","D","29","0","0","","2012/03/10 17:03:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/10 23:27:00.000","2012/03/11 06:35:00.000","007:08","230","Cable Head","ID4794","D","29","0","0","","2012/03/10 23:27:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/10 23:27:00.000","2012/03/11 06:35:00.000","007:08","230","Cable Head","ID4794","D","29","0","0","","2012/03/11 06:35:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/11 06:55:00.000","2012/03/11 16:08:00.000","009:13","230","Cable Head","ID4529","D","20","0","0","","2012/03/11 06:35:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/11 06:55:00.000","2012/03/11 16:08:00.000","009:13","230","Cable Head","ID4529","D","20","0","0","","2012/03/11 06:55:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/11 08:23:00.000","2012/03/11 09:24:00.000","001:01","230","Cable Head","ID4493","D","62","2","0","","2012/03/11 06:55:00","arrival","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/11 08:23:00.000","2012/03/11 09:24:00.000","001:01","230","Cable Head","ID4493","D","62","2","0","","2012/03/11 08:23:00","start","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/11 08:23:00.000","2012/03/11 09:24:00.000","001:01","230","Cable Head","ID4493","D","62","2","0","","2012/03/11 09:24:00","complete","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/10 13:00:00.000","2012/03/11 10:55:00.000","021:55","230","Cable Head","ID4932","D","9","0","0","","2012/03/11 10:55:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/11 06:55:00.000","2012/03/11 16:08:00.000","009:13","230","Cable Head","ID4529","D","20","0","0","","2012/03/11 16:08:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/11 16:12:00.000","2012/03/11 17:15:00.000","001:03","230","Cable Head","ID4429","B","0","0","0","","2012/03/11 16:08:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/11 16:12:00.000","2012/03/11 17:15:00.000","001:03","230","Cable Head","ID4429","B","0","0","0","","2012/03/11 16:12:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/11 16:12:00.000","2012/03/11 17:15:00.000","001:03","230","Cable Head","ID4429","B","0","0","0","","2012/03/11 17:15:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/11 17:19:00.000","2012/03/11 23:40:00.000","006:21","230","Cable Head","ID4429","D","27","0","0","","2012/03/11 17:15:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/11 17:19:00.000","2012/03/11 23:40:00.000","006:21","230","Cable Head","ID4429","D","27","0","0","","2012/03/11 17:19:00","start","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/11 17:19:00.000","2012/03/11 23:40:00.000","006:21","230","Cable Head","ID4429","D","27","0","0","","2012/03/11 23:40:00","complete","Turning & Milling","Machine 5"
"Case 78","Laser Marking - Machine 7","Machine 7- Laser Marking","2012/03/12 00:00:00.000","2012/03/12 01:15:00.000","000:00","230","Cable Head","ID4882","D","1","0","0","","2012/03/11 23:40:00","arrival","Laser Marking","Machine 7- Laser Marking"
"Case 78","Laser Marking - Machine 7","Machine 7- Laser Marking","2012/03/12 00:00:00.000","2012/03/12 01:15:00.000","000:00","230","Cable Head","ID4882","D","1","0","0","","2012/03/12 00:00:00","start","Laser Marking","Machine 7- Laser Marking"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/12 00:02:00.000","2012/03/12 07:00:00.000","006:58","230","Cable Head","ID4794","D","24","0","0","","2012/03/12 00:00:00","arrival","Turning & Milling","Machine 5"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/12 00:02:00.000","2012/03/12 07:00:00.000","006:58","230","Cable Head","ID4794","D","24","0","0","","2012/03/12 00:02:00","start","Turning & Milling","Machine 5"
"Case 78","Laser Marking - Machine 7","Machine 7- Laser Marking","2012/03/12 00:00:00.000","2012/03/12 01:15:00.000","000:00","230","Cable Head","ID4882","D","1","0","0","","2012/03/12 01:15:00","complete","Laser Marking","Machine 7- Laser Marking"
"Case 78","Turning & Milling - Machine 5","Machine 5 - Turning & Milling","2012/03/12 00:02:00.000","2012/03/12 07:00:00.000","006:58","230","Cable Head","ID4794","D","24","0","0","","2012/03/12 07:00:00","complete","Turning & Milling","Machine 5"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/12 07:52:00.000","2012/03/12 09:07:00.000","000:00","230","Cable Head","ID4493","D","76","0","0","","2012/03/12 07:00:00","arrival","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/12 07:52:00.000","2012/03/12 09:07:00.000","000:00","230","Cable Head","ID4493","D","76","0","0","","2012/03/12 07:52:00","start","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/12 07:54:00.000","2012/03/12 09:09:00.000","000:00","230","Cable Head","ID4493","D","0","4","0","","2012/03/12 07:52:00","arrival","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/12 07:54:00.000","2012/03/12 09:09:00.000","000:00","230","Cable Head","ID4493","D","0","4","0","","2012/03/12 07:54:00","start","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/12 07:52:00.000","2012/03/12 09:07:00.000","000:00","230","Cable Head","ID4493","D","76","0","0","","2012/03/12 09:07:00","complete","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/12 07:54:00.000","2012/03/12 09:09:00.000","000:00","230","Cable Head","ID4493","D","0","4","0","","2012/03/12 09:09:00","complete","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/12 10:44:00.000","2012/03/12 15:46:00.000","005:02","230","Cable Head","ID4493","D","0","2","0","","2012/03/12 09:09:00","arrival","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/12 10:44:00.000","2012/03/12 15:46:00.000","005:02","230","Cable Head","ID4493","D","0","2","0","","2012/03/12 10:44:00","start","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Laser Marking - Machine 7","Machine 7- Laser Marking","2012/03/12 13:31:00.000","2012/03/12 15:07:00.000","001:36","230","Cable Head","ID4882","D","138","0","0","","2012/03/12 10:44:00","arrival","Laser Marking","Machine 7- Laser Marking"
"Case 78","Laser Marking - Machine 7","Machine 7- Laser Marking","2012/03/12 13:31:00.000","2012/03/12 15:07:00.000","001:36","230","Cable Head","ID4882","D","138","0","0","","2012/03/12 13:31:00","start","Laser Marking","Machine 7- Laser Marking"
"Case 78","Laser Marking - Machine 7","Machine 7- Laser Marking","2012/03/12 13:31:00.000","2012/03/12 15:07:00.000","001:36","230","Cable Head","ID4882","D","138","0","0","","2012/03/12 15:07:00","complete","Laser Marking","Machine 7- Laser Marking"
"Case 78","Laser Marking - Machine 7","Machine 7- Laser Marking","2012/03/12 15:19:00.000","2012/03/12 15:34:00.000","000:15","230","Cable Head","ID4882","D","20","0","0","","2012/03/12 15:07:00","arrival","Laser Marking","Machine 7- Laser Marking"
"Case 78","Laser Marking - Machine 7","Machine 7- Laser Marking","2012/03/12 15:19:00.000","2012/03/12 15:34:00.000","000:15","230","Cable Head","ID4882","D","20","0","0","","2012/03/12 15:19:00","start","Laser Marking","Machine 7- Laser Marking"
"Case 78","Laser Marking - Machine 7","Machine 7- Laser Marking","2012/03/12 15:19:00.000","2012/03/12 15:34:00.000","000:15","230","Cable Head","ID4882","D","20","0","0","","2012/03/12 15:34:00","complete","Laser Marking","Machine 7- Laser Marking"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/12 10:44:00.000","2012/03/12 15:46:00.000","005:02","230","Cable Head","ID4493","D","0","2","0","","2012/03/12 15:46:00","complete","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/12 15:47:00.000","2012/03/12 15:53:00.000","000:06","230","Cable Head","ID4493","D","0","0","0","","2012/03/12 15:46:00","arrival","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/12 15:47:00.000","2012/03/12 15:53:00.000","000:06","230","Cable Head","ID4493","D","0","0","0","","2012/03/12 15:47:00","start","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/12 15:47:00.000","2012/03/12 15:53:00.000","000:06","230","Cable Head","ID4493","D","0","0","0","","2012/03/12 15:53:00","complete","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/14 11:11:00.000","2012/03/14 12:26:00.000","000:00","230","Cable Head","ID4493","D","2","0","0","","2012/03/12 15:53:00","arrival","Turning & Milling Q.C.","Quality Check 1"
"Case 78","Turning & Milling Q.C.","Quality Check 1","2012/03/14 11:11:00.000","2012/03/14 12:26:00.000","000:00","230","Cable Head","ID4493","D","2","0","0","","2012/03/14 11:11:00","start","Turning & Milling Q.C.","Quality Check 1"
